GO_IDs	GO_terms
GO:0009312	oligosaccharide biosynthetic process
GO:0009313	oligosaccharide catabolic process
GO:0009314	response to radiation
GO:0009395	phospholipid catabolic process
GO:0009396	folic acid-containing compound biosynthetic process
GO:0009398	FMN biosynthetic process
GO:0009404	toxin metabolic process
GO:0009408	response to heat
GO:0009409	response to cold
GO:0009410	response to xenobiotic stimulus
GO:0009411	response to UV
GO:0009416	response to light stimulus
GO:0009435	NAD biosynthetic process
GO:0009436	glyoxylate catabolic process
GO:0009437	carnitine metabolic process
GO:0009438	methylglyoxal metabolic process
GO:0009443	pyridoxal 5'-phosphate salvage
GO:0009448	gamma-aminobutyric acid metabolic process
GO:0009449	gamma-aminobutyric acid biosynthetic process
GO:0009450	gamma-aminobutyric acid catabolic process
GO:0009451	RNA modification
GO:0009452	7-methylguanosine RNA capping
GO:0009566	fertilization
GO:0009583	detection of light stimulus
GO:0009584	detection of visible light
GO:0009593	detection of chemical stimulus
GO:0009597	detection of virus
GO:0009607	response to biotic stimulus
GO:0009611	response to wounding
GO:0009612	response to mechanical stimulus
GO:0009615	response to virus
GO:0009617	response to bacterium
GO:0009636	response to toxic substance
GO:0009648	photoperiodism
GO:0009649	entrainment of circadian clock
GO:0009651	response to salt stress
GO:0009653	anatomical structure morphogenesis
GO:0009725	response to hormone
GO:0009744	response to sucrose
GO:0009749	response to glucose
GO:0009750	response to fructose
GO:0009755	hormone-mediated signaling pathway
GO:0009790	embryo development
GO:0009791	post-embryonic development
GO:0009792	embryo development ending in birth or egg hatching
GO:0009794	regulation of mitotic cell cycle, embryonic
GO:0009798	axis specification
GO:0009826	unidimensional cell growth
GO:0009838	abscission
GO:0009880	embryonic pattern specification
GO:0009887	animal organ morphogenesis
GO:0009888	tissue development
GO:0009889	regulation of biosynthetic process
GO:0009890	negative regulation of biosynthetic process
GO:0009913	epidermal cell differentiation
GO:0009948	anterior/posterior axis specification
GO:0009950	dorsal/ventral axis specification
GO:0009952	anterior/posterior pattern specification
GO:0009953	dorsal/ventral pattern formation
GO:0009954	proximal/distal pattern formation
GO:0009957	epidermal cell fate specification
GO:0009966	regulation of signal transduction
GO:0009968	negative regulation of signal transduction
GO:0009972	cytidine deamination
GO:0009988	cell-cell recognition
GO:0009994	oocyte differentiation
GO:0010001	glial cell differentiation
GO:0010002	cardioblast differentiation
GO:0010025	wax biosynthetic process
GO:0010032	meiotic chromosome condensation
GO:0010033	response to organic substance
GO:0010038	response to metal ion
GO:0010039	response to iron ion
GO:0010040	response to iron(II) ion
GO:0010041	response to iron(III) ion
GO:0010043	response to zinc ion
GO:0010084	specification of animal organ axis polarity
GO:0010107	potassium ion import
GO:0010121	arginine catabolic process to proline via ornithine
GO:0010124	phenylacetate catabolic process
GO:0010133	proline catabolic process to glutamate
GO:0010139	pyrimidine deoxyribonucleotide salvage
GO:0010142	farnesyl diphosphate biosynthetic process, mevalonate pathway
GO:0010155	regulation of proton transport
GO:0010159	specification of animal organ position
GO:0010165	response to X-ray
GO:0010171	body morphogenesis
GO:0010172	embryonic body morphogenesis
GO:0010212	response to ionizing radiation
GO:0010216	maintenance of DNA methylation
GO:0010224	response to UV-B
GO:0010225	response to UV-C
GO:0010226	response to lithium ion
GO:0010243	response to organonitrogen compound
GO:0010259	multicellular organism aging
GO:0010265	SCF complex assembly
GO:0010269	response to selenium ion
GO:0010310	regulation of hydrogen peroxide metabolic process
GO:0010324	membrane invagination
GO:0010332	response to gamma radiation
GO:0010387	COP9 signalosome assembly
GO:0010389	regulation of G2/M transition of mitotic cell cycle
GO:0010390	histone monoubiquitination
GO:0010424	DNA methylation on cytosine within a CG sequence
GO:0010447	response to acidic pH
GO:0010452	histone H3-K36 methylation
GO:0010456	cell proliferation in dorsal spinal cord
GO:0010457	centriole-centriole cohesion
GO:0010458	exit from mitosis
GO:0010459	negative regulation of heart rate
GO:0010466	negative regulation of peptidase activity
GO:0010468	regulation of gene expression
GO:0010470	regulation of gastrulation
GO:0010481	epidermal cell division
GO:0010498	proteasomal protein catabolic process
GO:0010499	proteasomal ubiquitin-independent protein catabolic process
GO:0010506	regulation of autophagy
GO:0010507	negative regulation of autophagy
GO:0010508	positive regulation of autophagy
GO:0010517	regulation of phospholipase activity
GO:0010525	regulation of transposition, RNA-mediated
GO:0010526	negative regulation of transposition, RNA-mediated
GO:0010529	negative regulation of transposition
GO:0010564	regulation of cell cycle process
GO:0010566	regulation of ketone biosynthetic process
GO:0010569	regulation of double-strand break repair via homologous recombination
GO:0010575	positive regulation of vascular endothelial growth factor production
GO:0010586	miRNA metabolic process
GO:0010587	miRNA catabolic process
GO:0010591	regulation of lamellipodium assembly
GO:0010592	positive regulation of lamellipodium assembly
GO:0010603	regulation of cytoplasmic mRNA processing body assembly
GO:0010606	positive regulation of cytoplasmic mRNA processing body assembly
GO:0010608	posttranscriptional regulation of gene expression
GO:0010628	positive regulation of gene expression
GO:0010629	negative regulation of gene expression
GO:0010634	positive regulation of epithelial cell migration
GO:0010637	negative regulation of mitochondrial fusion
GO:0010644	cell communication by electrical coupling
GO:0010656	negative regulation of muscle cell apoptotic process
GO:0010667	negative regulation of cardiac muscle cell apoptotic process
GO:0010669	epithelial structure maintenance
GO:0010705	meiotic DNA double-strand break processing involved in reciprocal meiotic recombination
GO:0010717	regulation of epithelial to mesenchymal transition
GO:0010718	positive regulation of epithelial to mesenchymal transition
GO:0010719	negative regulation of epithelial to mesenchymal transition
GO:0010725	regulation of primitive erythrocyte differentiation
GO:0010735	positive regulation of transcription via serum response element binding
GO:0010737	protein kinase A signaling
GO:0010738	regulation of protein kinase A signaling
GO:0010739	positive regulation of protein kinase A signaling
GO:0010748	negative regulation of plasma membrane long-chain fatty acid transport
GO:0010749	regulation of nitric oxide mediated signal transduction
GO:0010751	negative regulation of nitric oxide mediated signal transduction
GO:0010754	negative regulation of cGMP-mediated signaling
GO:0010756	positive regulation of plasminogen activation
GO:0010757	negative regulation of plasminogen activation
GO:0010759	positive regulation of macrophage chemotaxis
GO:0010763	positive regulation of fibroblast migration
GO:0010765	positive regulation of sodium ion transport
GO:0010770	positive regulation of cell morphogenesis involved in differentiation
GO:0010778	meiotic DNA repair synthesis involved in reciprocal meiotic recombination
GO:0010792	DNA double-strand break processing involved in repair via single-strand annealing
GO:0010801	negative regulation of peptidyl-threonine phosphorylation
GO:0010807	regulation of synaptic vesicle priming
GO:0010811	positive regulation of cell-substrate adhesion
GO:0010818	T cell chemotaxis
GO:0010821	regulation of mitochondrion organization
GO:0010824	regulation of centrosome duplication
GO:0010825	positive regulation of centrosome duplication
GO:0010826	negative regulation of centrosome duplication
GO:0010829	negative regulation of glucose transmembrane transport
GO:0010830	regulation of myotube differentiation
GO:0010831	positive regulation of myotube differentiation
GO:0010833	telomere maintenance via telomere lengthening
GO:0010835	regulation of protein ADP-ribosylation
GO:0010842	retina layer formation
GO:0010847	regulation of chromatin assembly
GO:0010849	regulation of proton-transporting ATPase activity, rotational mechanism
GO:0010862	positive regulation of pathway-restricted SMAD protein phosphorylation
GO:0010863	positive regulation of phospholipase C activity
GO:0010867	positive regulation of triglyceride biosynthetic process
GO:0010869	regulation of receptor biosynthetic process
GO:0010873	positive regulation of cholesterol esterification
GO:0010874	regulation of cholesterol efflux
GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum
GO:0010882	regulation of cardiac muscle contraction by calcium ion signaling
GO:0010883	regulation of lipid storage
GO:0010887	negative regulation of cholesterol storage
GO:0010898	positive regulation of triglyceride catabolic process
GO:0010906	regulation of glucose metabolic process
GO:0010909	positive regulation of heparan sulfate proteoglycan biosynthetic process
GO:0010917	negative regulation of mitochondrial membrane potential
GO:0010921	regulation of phosphatase activity
GO:0010923	negative regulation of phosphatase activity
GO:0010939	regulation of necrotic cell death
GO:0010940	positive regulation of necrotic cell death
GO:0010941	regulation of cell death
GO:0010950	positive regulation of endopeptidase activity
GO:0010951	negative regulation of endopeptidase activity
GO:0010955	negative regulation of protein processing
GO:0010960	magnesium ion homeostasis
GO:0010961	cellular magnesium ion homeostasis
GO:0010970	transport along microtubule
GO:0010971	positive regulation of G2/M transition of mitotic cell cycle
GO:0010972	negative regulation of G2/M transition of mitotic cell cycle
GO:0010975	regulation of neuron projection development
GO:0010976	positive regulation of neuron projection development
GO:0010977	negative regulation of neuron projection development
GO:0010991	negative regulation of SMAD protein complex assembly
GO:0010992	ubiquitin recycling
GO:0010994	free ubiquitin chain polymerization
GO:0010996	response to auditory stimulus
GO:0010998	regulation of translational initiation by eIF2 alpha phosphorylation
GO:0012501	programmed cell death
GO:0014003	oligodendrocyte development
GO:0014004	microglia differentiation
GO:0014005	microglia development
GO:0014010	Schwann cell proliferation
GO:0014013	regulation of gliogenesis
GO:0014021	secondary neural tube formation
GO:0014028	notochord formation
GO:0014029	neural crest formation
GO:0014032	neural crest cell development
GO:0014033	neural crest cell differentiation
GO:0014036	neural crest cell fate specification
GO:0014037	Schwann cell differentiation
GO:0014043	negative regulation of neuron maturation
GO:0014044	Schwann cell development
GO:0014045	establishment of endothelial blood-brain barrier
GO:0014050	negative regulation of glutamate secretion
GO:0014054	positive regulation of gamma-aminobutyric acid secretion
GO:0014059	regulation of dopamine secretion
GO:0014065	phosphatidylinositol 3-kinase signaling
GO:0014066	regulation of phosphatidylinositol 3-kinase signaling
GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling
GO:0014706	striated muscle tissue development
GO:0014707	branchiomeric skeletal muscle development
GO:0014709	positive regulation of somitomeric trunk muscle development
GO:0014732	skeletal muscle atrophy
GO:0014738	regulation of muscle hyperplasia
GO:0014743	regulation of muscle hypertrophy
GO:0014807	regulation of somitogenesis
GO:0014809	regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion
GO:0014812	muscle cell migration
GO:0014814	axon regeneration at neuromuscular junction
GO:0014823	response to activity
GO:0014831	gastro-intestinal system smooth muscle contraction
GO:0014835	myoblast differentiation involved in skeletal muscle regeneration
GO:0014839	myoblast migration involved in skeletal muscle regeneration
GO:0014844	myoblast proliferation involved in skeletal muscle regeneration
GO:0014846	esophagus smooth muscle contraction
GO:0014850	response to muscle activity
GO:0014857	regulation of skeletal muscle cell proliferation
GO:0014866	skeletal myofibril assembly
GO:0014881	regulation of myofibril size
GO:0015012	heparan sulfate proteoglycan biosynthetic process
GO:0015014	heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process
GO:0015015	heparan sulfate proteoglycan biosynthetic process, enzymatic modification
GO:0015031	protein transport
GO:0015074	DNA integration
GO:0015670	carbon dioxide transport
GO:0015671	oxygen transport
GO:0015672	monovalent inorganic cation transport
GO:0015677	copper ion import
GO:0015680	intracellular copper ion transport
GO:0015689	molybdate ion transport
GO:0015693	magnesium ion transport
GO:0015696	ammonium transport
GO:0015698	inorganic anion transport
GO:0015701	bicarbonate transport
GO:0015705	iodide transport
GO:0015709	thiosulfate transport
GO:0015711	organic anion transport
GO:0015718	monocarboxylic acid transport
GO:0015721	bile acid and bile salt transport
GO:0015729	oxaloacetate transport
GO:0015734	taurine transport
GO:0015739	sialic acid transport
GO:0015746	citrate transport
GO:0015760	glucose-6-phosphate transport
GO:0015761	mannose transmembrane transport
GO:0015783	GDP-fucose transmembrane transport
GO:0015790	UDP-xylose transmembrane transport
GO:0015798	myo-inositol transport
GO:0015804	neutral amino acid transport
GO:0015809	arginine transport
GO:0015810	aspartate transmembrane transport
GO:0015811	L-cystine transport
GO:0015813	L-glutamate transmembrane transport
GO:0015816	glycine transport
GO:0015820	leucine transport
GO:0015824	proline transport
GO:0015833	peptide transport
GO:0015838	amino-acid betaine transport
GO:0015840	urea transport
GO:0015842	aminergic neurotransmitter loading into synaptic vesicle
GO:0015850	organic hydroxy compound transport
GO:0015858	nucleoside transport
GO:0015862	uridine transport
GO:0015871	choline transport
GO:0015874	norepinephrine transport
GO:0015878	biotin transport
GO:0015879	carnitine transport
GO:0015882	L-ascorbic acid transmembrane transport
GO:0015884	folic acid transport
GO:0015886	heme transport
GO:0015887	pantothenate transmembrane transport
GO:0015888	thiamine transport
GO:0015889	cobalamin transport
GO:0015893	drug transport
GO:0015908	fatty acid transport
GO:0015909	long-chain fatty acid transport
GO:0015910	peroxisomal long-chain fatty acid import
GO:0015914	phospholipid transport
GO:0015936	coenzyme A metabolic process
GO:0015937	coenzyme A biosynthetic process
GO:0015951	purine ribonucleotide interconversion
GO:0015986	ATP synthesis coupled proton transport
GO:0015990	electron transport coupled proton transport
GO:0015991	ATP hydrolysis coupled proton transport
GO:0016024	CDP-diacylglycerol biosynthetic process
GO:0016031	tRNA import into mitochondrion
GO:0016038	absorption of visible light
GO:0016042	lipid catabolic process
GO:0016043	cellular component organization
GO:0016045	detection of bacterium
GO:0016048	detection of temperature stimulus
GO:0016050	vesicle organization
GO:0016051	carbohydrate biosynthetic process
GO:0016052	carbohydrate catabolic process
GO:0016055	Wnt signaling pathway
GO:0016056	rhodopsin mediated signaling pathway
GO:0016070	RNA metabolic process
GO:0016072	rRNA metabolic process
GO:0016073	snRNA metabolic process
GO:0016075	rRNA catabolic process
GO:0016079	synaptic vesicle exocytosis
GO:0016081	synaptic vesicle docking
GO:0016082	synaptic vesicle priming
GO:0016094	polyprenol biosynthetic process
GO:0016095	polyprenol catabolic process
GO:0016121	carotene catabolic process
GO:0016125	sterol metabolic process
GO:0016126	sterol biosynthetic process
GO:0016132	brassinosteroid biosynthetic process
GO:0016139	glycoside catabolic process
GO:0016180	snRNA processing
GO:0016182	synaptic vesicle budding from endosome
GO:0016185	synaptic vesicle budding from presynaptic endocytic zone membrane
GO:0016188	synaptic vesicle maturation
GO:0016192	vesicle-mediated transport
GO:0016197	endosomal transport
GO:0016198	axon choice point recognition
GO:0016199	axon midline choice point recognition
GO:0016203	muscle attachment
GO:0016226	iron-sulfur cluster assembly
GO:0016233	telomere capping
GO:0016236	macroautophagy
GO:0016239	positive regulation of macroautophagy
GO:0016242	negative regulation of macroautophagy
GO:0016246	RNA interference
GO:0016255	attachment of GPI anchor to protein
GO:0016256	N-glycan processing to lysosome
GO:0016260	selenocysteine biosynthetic process
GO:0016266	O-glycan processing
GO:0016267	O-glycan processing, core 1
GO:0016310	phosphorylation
GO:0016311	dephosphorylation
GO:0016320	endoplasmic reticulum membrane fusion
GO:0016321	female meiosis chromosome segregation
GO:0016322	neuron remodeling
GO:0016331	morphogenesis of embryonic epithelium
GO:0016332	establishment or maintenance of polarity of embryonic epithelium
GO:0016333	morphogenesis of follicular epithelium
GO:0016338	calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules
GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules
GO:0016358	dendrite development
GO:0016444	somatic cell DNA recombination
GO:0016446	somatic hypermutation of immunoglobulin genes
GO:0016458	gene silencing
GO:0016477	cell migration
GO:0016480	negative regulation of transcription by RNA polymerase III
GO:0016485	protein processing
GO:0016486	peptide hormone processing
GO:0016525	negative regulation of angiogenesis
GO:0016539	intein-mediated protein splicing
GO:0016540	protein autoprocessing
GO:0016554	cytidine to uridine editing
GO:0016556	mRNA modification
GO:0016558	protein import into peroxisome matrix
GO:0016559	peroxisome fission
GO:0016560	protein import into peroxisome matrix, docking
GO:0016567	protein ubiquitination
GO:0016570	histone modification
GO:0016571	histone methylation
GO:0016572	histone phosphorylation
GO:0016573	histone acetylation
GO:0016574	histone ubiquitination
GO:0016575	histone deacetylation
GO:0016576	histone dephosphorylation
GO:0016578	histone deubiquitination
GO:0016579	protein deubiquitination
GO:0016584	nucleosome positioning
GO:0016601	Rac protein signal transduction
GO:0016925	protein sumoylation
GO:0016926	protein desumoylation
GO:0016973	poly(A)+ mRNA export from nucleus
GO:0016998	cell wall macromolecule catabolic process
GO:0017015	regulation of transforming growth factor beta receptor signaling pathway
GO:0017121	phospholipid scrambling
GO:0017148	negative regulation of translation
GO:0017156	calcium ion regulated exocytosis
GO:0017157	regulation of exocytosis
GO:0017158	regulation of calcium ion-dependent exocytosis
GO:0017183	peptidyl-diphthamide biosynthetic process from peptidyl-histidine
GO:0017185	peptidyl-lysine hydroxylation
GO:0017186	peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase
GO:0017187	peptidyl-glutamic acid carboxylation
GO:0017196	N-terminal peptidyl-methionine acetylation
GO:0017198	N-terminal peptidyl-serine acetylation
GO:0018002	N-terminal peptidyl-glutamic acid acetylation
GO:0018008	N-terminal peptidyl-glycine N-myristoylation
GO:0018013	N-terminal peptidyl-glycine methylation
GO:0018016	N-terminal peptidyl-proline dimethylation
GO:0018022	peptidyl-lysine methylation
GO:0018023	peptidyl-lysine trimethylation
GO:0018026	peptidyl-lysine monomethylation
GO:0018027	peptidyl-lysine dimethylation
GO:0018057	peptidyl-lysine oxidation
GO:0018063	cytochrome c-heme linkage
GO:0018094	protein polyglycylation
GO:0018095	protein polyglutamylation
GO:0018101	protein citrullination
GO:0018105	peptidyl-serine phosphorylation
GO:0018107	peptidyl-threonine phosphorylation
GO:0018108	peptidyl-tyrosine phosphorylation
GO:0018120	peptidyl-arginine ADP-ribosylation
GO:0018149	peptide cross-linking
GO:0018160	peptidyl-pyrromethane cofactor linkage
GO:0018191	peptidyl-serine octanoylation
GO:0018192	enzyme active site formation via cysteine modification to L-cysteine persulfide
GO:0018193	peptidyl-amino acid modification
GO:0018206	peptidyl-methionine modification
GO:0018216	peptidyl-arginine methylation
GO:0018230	peptidyl-L-cysteine S-palmitoylation
GO:0018279	protein N-linked glycosylation via asparagine
GO:0018283	iron incorporation into metallo-sulfur cluster
GO:0018293	protein-FAD linkage
GO:0018298	protein-chromophore linkage
GO:0018315	molybdenum incorporation into molybdenum-molybdopterin complex
GO:0018342	protein prenylation
GO:0018343	protein farnesylation
GO:0018344	protein geranylgeranylation
GO:0018345	protein palmitoylation
GO:0018364	peptidyl-glutamine methylation
GO:0018393	internal peptidyl-lysine acetylation
GO:0018395	peptidyl-lysine hydroxylation to 5-hydroxy-L-lysine
GO:0018400	peptidyl-proline hydroxylation to 3-hydroxy-L-proline
GO:0018401	peptidyl-proline hydroxylation to 4-hydroxy-L-proline
GO:0018406	protein C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan
GO:0019051	induction by virus of host apoptotic process
GO:0019062	virion attachment to host cell
GO:0019079	viral genome replication
GO:0019099	female germ-line sex determination
GO:0019100	male germ-line sex determination
GO:0019216	regulation of lipid metabolic process
GO:0019221	cytokine-mediated signaling pathway
GO:0019222	regulation of metabolic process
GO:0019226	transmission of nerve impulse
GO:0019228	neuronal action potential
GO:0019229	regulation of vasoconstriction
GO:0019233	sensory perception of pain
GO:0019236	response to pheromone
GO:0019240	citrulline biosynthetic process
GO:0019243	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione
GO:0019254	carnitine metabolic process, CoA-linked
GO:0019262	N-acetylneuraminate catabolic process
GO:0019264	glycine biosynthetic process from serine
GO:0019265	glycine biosynthetic process, by transamination of glyoxylate
GO:0019284	L-methionine salvage from S-adenosylmethionine
GO:0019285	glycine betaine biosynthetic process from choline
GO:0019287	isopentenyl diphosphate biosynthetic process, mevalonate pathway
GO:0019290	siderophore biosynthetic process
GO:0019303	D-ribose catabolic process
GO:0019310	inositol catabolic process
GO:0019318	hexose metabolic process
GO:0019323	pentose catabolic process
GO:0019343	cysteine biosynthetic process via cystathionine
GO:0019344	cysteine biosynthetic process
GO:0019346	transsulfuration
GO:0019348	dolichol metabolic process
GO:0019353	protoporphyrinogen IX biosynthetic process from glutamate
GO:0019363	pyridine nucleotide biosynthetic process
GO:0019367	fatty acid elongation, saturated fatty acid
GO:0019368	fatty acid elongation, unsaturated fatty acid
GO:0019369	arachidonic acid metabolic process
GO:0019370	leukotriene biosynthetic process
GO:0019371	cyclooxygenase pathway
GO:0019388	galactose catabolic process
GO:0019391	glucuronoside catabolic process
GO:0019395	fatty acid oxidation
GO:0019408	dolichol biosynthetic process
GO:0019417	sulfur oxidation
GO:0019427	acetyl-CoA biosynthetic process from acetate
GO:0019428	allantoin biosynthetic process
GO:0019430	removal of superoxide radicals
GO:0019432	triglyceride biosynthetic process
GO:0019433	triglyceride catabolic process
GO:0019438	aromatic compound biosynthetic process
GO:0019439	aromatic compound catabolic process
GO:0019441	tryptophan catabolic process to kynurenine
GO:0019442	tryptophan catabolic process to acetyl-CoA
GO:0019464	glycine decarboxylation via glycine cleavage system
GO:0019482	beta-alanine metabolic process
GO:0019483	beta-alanine biosynthetic process
GO:0019509	L-methionine salvage from methylthioadenosine
GO:0019510	S-adenosylhomocysteine catabolic process
GO:0019511	peptidyl-proline hydroxylation
GO:0019516	lactate oxidation
GO:0019521	D-gluconate metabolic process
GO:0019532	oxalate transport
GO:0019538	protein metabolic process
GO:0019543	propionate catabolic process
GO:0019544	arginine catabolic process to glutamate
GO:0019547	arginine catabolic process to ornithine
GO:0019556	histidine catabolic process to glutamate and formamide
GO:0019557	histidine catabolic process to glutamate and formate
GO:0019563	glycerol catabolic process
GO:0019628	urate catabolic process
GO:0019673	GDP-mannose metabolic process
GO:0019674	NAD metabolic process
GO:0019677	NAD catabolic process
GO:0019679	propionate metabolic process, methylcitrate cycle
GO:0019695	choline metabolic process
GO:0019722	calcium-mediated signaling
GO:0019725	cellular homeostasis
GO:0019730	antimicrobial humoral response
GO:0019731	antibacterial humoral response
GO:0019740	nitrogen utilization
GO:0019752	carboxylic acid metabolic process
GO:0019805	quinolinate biosynthetic process
GO:0019827	stem cell population maintenance
GO:0019835	cytolysis
GO:0019852	L-ascorbic acid metabolic process
GO:0019853	L-ascorbic acid biosynthetic process
GO:0019878	lysine biosynthetic process via aminoadipic acid
GO:0019882	antigen processing and presentation
GO:0019885	antigen processing and presentation of endogenous peptide antigen via MHC class I
GO:0019896	axonal transport of mitochondrion
GO:0019915	lipid storage
GO:0019919	peptidyl-arginine methylation, to asymmetrical-dimethyl arginine
GO:0019933	cAMP-mediated signaling
GO:0019934	cGMP-mediated signaling
GO:0019941	modification-dependent protein catabolic process
GO:0019985	translesion synthesis
GO:0020027	hemoglobin metabolic process
GO:0021501	prechordal plate formation
GO:0021508	floor plate formation
GO:0021509	roof plate formation
GO:0021510	spinal cord development
GO:0021511	spinal cord patterning
GO:0021512	spinal cord anterior/posterior patterning
GO:0021513	spinal cord dorsal/ventral patterning
GO:0021514	ventral spinal cord interneuron differentiation
GO:0021515	cell differentiation in spinal cord
GO:0021516	dorsal spinal cord development
GO:0021517	ventral spinal cord development
GO:0021519	spinal cord association neuron specification
GO:0021520	spinal cord motor neuron cell fate specification
GO:0021521	ventral spinal cord interneuron specification
GO:0021522	spinal cord motor neuron differentiation
GO:0021523	somatic motor neuron differentiation
GO:0021527	spinal cord association neuron differentiation
GO:0021528	commissural neuron differentiation in spinal cord
GO:0021529	spinal cord oligodendrocyte cell differentiation
GO:0021530	spinal cord oligodendrocyte cell fate specification
GO:0021531	spinal cord radial glial cell differentiation
GO:0021532	neural tube patterning
GO:0021534	cell proliferation in hindbrain
GO:0021535	cell migration in hindbrain
GO:0021536	diencephalon development
GO:0021537	telencephalon development
GO:0021538	epithalamus development
GO:0021539	subthalamus development
GO:0021544	subpallium development
GO:0021545	cranial nerve development
GO:0021546	rhombomere development
GO:0021547	midbrain-hindbrain boundary initiation
GO:0021549	cerebellum development
GO:0021551	central nervous system morphogenesis
GO:0021552	midbrain-hindbrain boundary structural organization
GO:0021554	optic nerve development
GO:0021555	midbrain-hindbrain boundary morphogenesis
GO:0021556	central nervous system formation
GO:0021559	trigeminal nerve development
GO:0021560	abducens nerve development
GO:0021561	facial nerve development
GO:0021563	glossopharyngeal nerve development
GO:0021564	vagus nerve development
GO:0021570	rhombomere 4 development
GO:0021571	rhombomere 5 development
GO:0021572	rhombomere 6 development
GO:0021575	hindbrain morphogenesis
GO:0021576	hindbrain formation
GO:0021577	hindbrain structural organization
GO:0021578	hindbrain maturation
GO:0021587	cerebellum morphogenesis
GO:0021588	cerebellum formation
GO:0021591	ventricular system development
GO:0021592	fourth ventricle development
GO:0021594	rhombomere formation
GO:0021602	cranial nerve morphogenesis
GO:0021610	facial nerve morphogenesis
GO:0021611	facial nerve formation
GO:0021615	glossopharyngeal nerve morphogenesis
GO:0021623	oculomotor nerve formation
GO:0021628	olfactory nerve formation
GO:0021631	optic nerve morphogenesis
GO:0021634	optic nerve formation
GO:0021636	trigeminal nerve morphogenesis
GO:0021644	vagus nerve morphogenesis
GO:0021654	rhombomere boundary formation
GO:0021661	rhombomere 4 morphogenesis
GO:0021664	rhombomere 5 morphogenesis
GO:0021667	rhombomere 6 morphogenesis
GO:0021670	lateral ventricle development
GO:0021675	nerve development
GO:0021678	third ventricle development
GO:0021680	cerebellar Purkinje cell layer development
GO:0021692	cerebellar Purkinje cell layer morphogenesis
GO:0021693	cerebellar Purkinje cell layer structural organization
GO:0021695	cerebellar cortex development
GO:0021702	cerebellar Purkinje cell differentiation
GO:0021703	locus ceruleus development
GO:0021707	cerebellar granule cell differentiation
GO:0021730	trigeminal sensory nucleus development
GO:0021731	trigeminal motor nucleus development
GO:0021742	abducens nucleus development
GO:0021744	dorsal motor nucleus of vagus nerve development
GO:0021754	facial nucleus development
GO:0021755	eurydendroid cell differentiation
GO:0021756	striatum development
GO:0021766	hippocampus development
GO:0021767	mammillary body development
GO:0021772	olfactory bulb development
GO:0021778	oligodendrocyte cell fate specification
GO:0021779	oligodendrocyte cell fate commitment
GO:0021782	glial cell development
GO:0021784	postganglionic parasympathetic fiber development
GO:0021785	branchiomotor neuron axon guidance
GO:0021794	thalamus development
GO:0021797	forebrain anterior/posterior pattern specification
GO:0021798	forebrain dorsal/ventral pattern formation
GO:0021828	gonadotrophin-releasing hormone neuronal migration to the hypothalamus
GO:0021830	interneuron migration from the subpallium to the cortex
GO:0021846	cell proliferation in forebrain
GO:0021847	ventricular zone neuroblast division
GO:0021854	hypothalamus development
GO:0021855	hypothalamus cell migration
GO:0021861	forebrain radial glial cell differentiation
GO:0021862	early neuron differentiation in forebrain
GO:0021871	forebrain regionalization
GO:0021877	forebrain neuron fate commitment
GO:0021879	forebrain neuron differentiation
GO:0021884	forebrain neuron development
GO:0021889	olfactory bulb interneuron differentiation
GO:0021895	cerebral cortex neuron differentiation
GO:0021898	commitment of multipotent stem cells to neuronal lineage in forebrain
GO:0021899	fibroblast growth factor receptor signaling pathway involved in forebrain neuron fate commitment
GO:0021903	rostrocaudal neural tube patterning
GO:0021905	forebrain-midbrain boundary formation
GO:0021906	hindbrain-spinal cord boundary formation
GO:0021910	smoothened signaling pathway involved in ventral spinal cord patterning
GO:0021914	negative regulation of smoothened signaling pathway involved in ventral spinal cord patterning
GO:0021915	neural tube development
GO:0021923	cell proliferation in hindbrain ventricular zone
GO:0021937	cerebellar Purkinje cell-granule cell precursor cell signaling involved in regulation of granule cell precursor cell proliferation
GO:0021943	formation of radial glial scaffolds
GO:0021952	central nervous system projection neuron axonogenesis
GO:0021953	central nervous system neuron differentiation
GO:0021954	central nervous system neuron development
GO:0021955	central nervous system neuron axonogenesis
GO:0021960	anterior commissure morphogenesis
GO:0021961	posterior commissure morphogenesis
GO:0021978	telencephalon regionalization
GO:0021979	hypothalamus cell differentiation
GO:0021982	pineal gland development
GO:0021983	pituitary gland development
GO:0021984	adenohypophysis development
GO:0021985	neurohypophysis development
GO:0021986	habenula development
GO:0021987	cerebral cortex development
GO:0021999	neural plate anterior/posterior regionalization
GO:0022002	negative regulation of anterior neural cell fate commitment of the neural plate by Wnt signaling pathway
GO:0022006	zona limitans intrathalamica formation
GO:0022008	neurogenesis
GO:0022009	central nervous system vasculogenesis
GO:0022010	central nervous system myelination
GO:0022011	myelination in peripheral nervous system
GO:0022027	interkinetic nuclear migration
