GO_IDs	GO_terms
GO:0044233	Mitochondria-associated ER Membrane
GO:0044284	mitochondrial crista junction
GO:0044291	cell-cell contact zone
GO:0044292	dendrite terminus
GO:0044295	axonal growth cone
GO:0044297	cell body
GO:0044306	neuron projection terminus
GO:0044309	neuron spine
GO:0044326	dendritic spine neck
GO:0044327	dendritic spine head
GO:0044530	supraspliceosomal complex
GO:0044545	NSL complex
GO:0044599	AP-5 adaptor complex
GO:0044609	DBIRD complex
GO:0044611	nuclear pore inner ring
GO:0044613	nuclear pore central transport channel
GO:0044614	nuclear pore cytoplasmic filaments
GO:0044615	nuclear pore nuclear basket
GO:0044666	MLL3/4 complex
GO:0044753	amphisome
GO:0044798	nuclear transcription factor complex
GO:0044853	plasma membrane raft
GO:0045025	mitochondrial degradosome
GO:0045095	keratin filament
GO:0045098	type III intermediate filament
GO:0045111	intermediate filament cytoskeleton
GO:0045120	pronucleus
GO:0045121	membrane raft
GO:0045171	intercellular bridge
GO:0045177	apical part of cell
GO:0045202	synapse
GO:0045211	postsynaptic membrane
GO:0045239	tricarboxylic acid cycle enzyme complex
GO:0045244	succinate-CoA ligase complex (GDP-forming)
GO:0045252	oxoglutarate dehydrogenase complex
GO:0045254	pyruvate dehydrogenase complex
GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)
GO:0045263	proton-transporting ATP synthase complex, coupling factor F(o)
GO:0045272	plasma membrane respiratory chain complex I
GO:0045277	respiratory chain complex IV
GO:0045281	succinate dehydrogenase complex
GO:0045282	plasma membrane succinate dehydrogenase complex
GO:0045334	clathrin-coated endocytic vesicle
GO:0045335	phagocytic vesicle
GO:0045495	pole plasm
GO:0046540	U4/U6 x U5 tri-snRNP complex
GO:0046658	anchored component of plasma membrane
GO:0046695	SLIK (SAGA-like) complex
GO:0046930	pore complex
GO:0048179	activin receptor complex
GO:0048188	Set1C/COMPASS complex
GO:0048269	methionine adenosyltransferase complex
GO:0048471	perinuclear region of cytoplasm
GO:0048476	Holliday junction resolvase complex
GO:0048500	signal recognition particle
GO:0048786	presynaptic active zone
GO:0048787	presynaptic active zone membrane
GO:0048788	cytoskeleton of presynaptic active zone
GO:0051233	spindle midzone
GO:0052718	tRNA-specific adenosine-34 deaminase complex
GO:0055037	recycling endosome
GO:0055038	recycling endosome membrane
GO:0055087	Ski complex
GO:0055120	striated muscle dense body
GO:0060076	excitatory synapse
GO:0060077	inhibitory synapse
GO:0060091	kinocilium
GO:0060170	ciliary membrane
GO:0060171	stereocilium membrane
GO:0060205	cytoplasmic vesicle lumen
GO:0060293	germ plasm
GO:0060388	vitelline envelope
GO:0061574	ASAP complex
GO:0061617	MICOS complex
GO:0061673	mitotic spindle astral microtubule
GO:0061689	tricellular tight junction
GO:0061700	GATOR2 complex
GO:0062023	collagen-containing extracellular matrix
GO:0070044	synaptobrevin 2-SNAP-25-syntaxin-1a complex
GO:0070062	extracellular exosome
GO:0070110	ciliary neurotrophic factor receptor complex
GO:0070176	DRM complex
GO:0070187	shelterin complex
GO:0070195	growth hormone receptor complex
GO:0070209	ASTRA complex
GO:0070274	RES complex
GO:0070382	exocytic vesicle
GO:0070390	transcription export complex 2
GO:0070419	nonhomologous end joining complex
GO:0070449	elongin complex
GO:0070461	SAGA-type complex
GO:0070469	respiratory chain
GO:0070522	ERCC4-ERCC1 complex
GO:0070531	BRCA1-A complex
GO:0070545	PeBoW complex
GO:0070552	BRISC complex
GO:0070557	PCNA-p21 complex
GO:0070578	RISC-loading complex
GO:0070603	SWI/SNF superfamily-type complex
GO:0070652	HAUS complex
GO:0070695	FHF complex
GO:0070724	BMP receptor complex
GO:0070762	nuclear pore transmembrane ring
GO:0070765	gamma-secretase complex
GO:0070772	PAS complex
GO:0070776	MOZ/MORF histone acetyltransferase complex
GO:0070822	Sin3-type complex
GO:0070847	core mediator complex
GO:0070852	cell body fiber
GO:0070860	RNA polymerase I core factor complex
GO:0070876	SOSS complex
GO:0070937	CRD-mediated mRNA stability complex
GO:0070938	contractile ring
GO:0070939	Dsl1/NZR complex
GO:0070971	endoplasmic reticulum exit site
GO:0070985	transcription factor TFIIK complex
GO:0071001	U4/U6 snRNP
GO:0071004	U2-type prespliceosome
GO:0071005	U2-type precatalytic spliceosome
GO:0071006	U2-type catalytic step 1 spliceosome
GO:0071007	U2-type catalytic step 2 spliceosome
GO:0071008	U2-type post-mRNA release spliceosomal complex
GO:0071011	precatalytic spliceosome
GO:0071012	catalytic step 1 spliceosome
GO:0071013	catalytic step 2 spliceosome
GO:0071014	post-mRNA release spliceosomal complex
GO:0071020	post-spliceosomal complex
GO:0071021	U2-type post-spliceosomal complex
GO:0071141	SMAD protein complex
GO:0071159	NF-kappaB complex
GO:0071203	WASH complex
GO:0071204	histone pre-mRNA 3'end processing complex
GO:0071339	MLL1 complex
GO:0071437	invadopodium
GO:0071439	clathrin complex
GO:0071458	integral component of cytoplasmic side of endoplasmic reticulum membrane
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m
GO:0071546	pi-body
GO:0071547	piP-body
GO:0071556	integral component of lumenal side of endoplasmic reticulum membrane
GO:0071561	nucleus-vacuole junction
GO:0071564	npBAF complex
GO:0071565	nBAF complex
GO:0071595	Nem1-Spo7 phosphatase complex
GO:0071598	neuronal ribonucleoprotein granule
GO:0071753	IgM immunoglobulin complex
GO:0071782	endoplasmic reticulum tubular network
GO:0071797	LUBAC complex
GO:0071818	BAT3 complex
GO:0071819	DUBm complex
GO:0071821	FANCM-MHF complex
GO:0071914	prominosome
GO:0071942	XPC complex
GO:0071953	elastic fiber
GO:0071986	Ragulator complex
GO:0072357	PTW/PP1 phosphatase complex
GO:0072380	TRC complex
GO:0072487	MSL complex
GO:0072546	ER membrane protein complex
GO:0072669	tRNA-splicing ligase complex
GO:0072686	mitotic spindle
GO:0072687	meiotic spindle
GO:0080008	Cul4-RING E3 ubiquitin ligase complex
GO:0089701	U2AF
GO:0090498	extrinsic component of Golgi membrane
GO:0090543	Flemming body
GO:0090575	RNA polymerase II transcription factor complex
GO:0090661	box H/ACA telomerase RNP complex
GO:0090694	Scc2-Scc4 cohesin loading complex
GO:0090734	site of DNA damage
GO:0097014	ciliary plasm
GO:0097025	MPP7-DLG1-LIN7 complex
GO:0097038	perinuclear endoplasmic reticulum
GO:0097060	synaptic membrane
GO:0097165	nuclear stress granule
GO:0097196	Shu complex
GO:0097228	sperm principal piece
GO:0097249	mitochondrial respiratory chain supercomplex
GO:0097255	R2TP complex
GO:0097344	Rix1 complex
GO:0097361	CIA complex
GO:0097362	MCM8-MCM9 complex
GO:0097381	photoreceptor disc membrane
GO:0097386	glial cell projection
GO:0097413	Lewy body
GO:0097422	tubular endosome
GO:0097431	mitotic spindle pole
GO:0097433	dense body
GO:0097440	apical dendrite
GO:0097441	basal dendrite
GO:0097470	ribbon synapse
GO:0097504	Gemini of coiled bodies
GO:0097505	Rad6-Rad18 complex
GO:0097519	DNA recombinase complex
GO:0097524	sperm plasma membrane
GO:0097546	ciliary base
GO:0097550	transcriptional preinitiation complex
GO:0097629	extrinsic component of omegasome membrane
GO:0097632	extrinsic component of phagophore assembly site membrane
GO:0097649	A axonemal microtubule
GO:0097730	non-motile cilium
GO:0098536	deuterosome
GO:0098556	cytoplasmic side of rough endoplasmic reticulum membrane
GO:0098559	cytoplasmic side of early endosome membrane
GO:0098560	cytoplasmic side of late endosome membrane
GO:0098574	cytoplasmic side of lysosomal membrane
GO:0098793	presynapse
GO:0098794	postsynapse
GO:0098826	endoplasmic reticulum tubular network membrane
GO:0098830	presynaptic endosome
GO:0098831	presynaptic active zone cytoplasmic component
GO:0098839	postsynaptic density membrane
GO:0098842	postsynaptic early endosome
GO:0098844	postsynaptic endocytic zone membrane
GO:0099078	BORC complex
GO:0099513	polymeric cytoskeletal fiber
GO:0099572	postsynaptic specialization
GO:0099631	postsynaptic endocytic zone cytoplasmic component
GO:0120103	centriolar subdistal appendage
GO:0140007	KICSTOR complex
GO:1902495	transmembrane transporter complex
GO:1902560	GMP reductase complex
GO:1902711	GABA-A receptor complex
GO:1902737	dendritic filopodium
GO:1904115	axon cytoplasm
GO:1904423	dehydrodolichyl diphosphate synthase complex
GO:1905202	methylcrotonoyl-CoA carboxylase complex
GO:1990023	mitotic spindle midzone
GO:1990047	spindle matrix
GO:1990070	TRAPPI protein complex
GO:1990071	TRAPPII protein complex
GO:1990072	TRAPPIII protein complex
GO:1990077	primosome complex
GO:1990111	spermatoproteasome complex
GO:1990112	RQC complex
GO:1990124	messenger ribonucleoprotein complex
GO:1990130	GATOR1 complex
GO:1990131	Gtr1-Gtr2 GTPase complex
GO:1990204	oxidoreductase complex
GO:1990246	uniplex complex
GO:1990298	bub1-bub3 complex
GO:1990316	Atg1/ULK1 kinase complex
GO:1990423	RZZ complex
GO:1990429	peroxisomal importomer complex
GO:1990712	HFE-transferrin receptor complex
GO:1990716	axonemal central apparatus
GO:1990726	Lsm1-7-Pat1 complex
GO:1990745	EARP complex
GO:1990879	CST complex
GO:1990904	ribonucleoprotein complex
GO:1990907	beta-catenin-TCF complex
GO:1990923	PET complex
NA	NA
