GO_IDs	GO_terms
GO:0004634	phosphopyruvate hydratase activity
GO:0004637	phosphoribosylamine-glycine ligase activity
GO:0004639	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity
GO:0004641	phosphoribosylformylglycinamidine cyclo-ligase activity
GO:0004642	phosphoribosylformylglycinamidine synthase activity
GO:0004643	phosphoribosylaminoimidazolecarboxamide formyltransferase activity
GO:0004644	phosphoribosylglycinamide formyltransferase activity
GO:0004645	phosphorylase activity
GO:0004647	phosphoserine phosphatase activity
GO:0004648	O-phospho-L-serine:2-oxoglutarate aminotransferase activity
GO:0004649	poly(ADP-ribose) glycohydrolase activity
GO:0004651	polynucleotide 5'-phosphatase activity
GO:0004652	polynucleotide adenylyltransferase activity
GO:0004655	porphobilinogen synthase activity
GO:0004656	procollagen-proline 4-dioxygenase activity
GO:0004657	proline dehydrogenase activity
GO:0004659	prenyltransferase activity
GO:0004660	protein farnesyltransferase activity
GO:0004662	CAAX-protein geranylgeranyltransferase activity
GO:0004663	Rab geranylgeranyltransferase activity
GO:0004666	prostaglandin-endoperoxide synthase activity
GO:0004668	protein-arginine deiminase activity
GO:0004671	protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
GO:0004672	protein kinase activity
GO:0004674	protein serine/threonine kinase activity
GO:0004675	transmembrane receptor protein serine/threonine kinase activity
GO:0004677	DNA-dependent protein kinase activity
GO:0004679	AMP-activated protein kinase activity
GO:0004683	calmodulin-dependent protein kinase activity
GO:0004686	elongation factor-2 kinase activity
GO:0004687	myosin light chain kinase activity
GO:0004689	phosphorylase kinase activity
GO:0004692	cGMP-dependent protein kinase activity
GO:0004693	cyclin-dependent protein serine/threonine kinase activity
GO:0004694	eukaryotic translation initiation factor 2alpha kinase activity
GO:0004697	protein kinase C activity
GO:0004703	G-protein coupled receptor kinase activity
GO:0004705	JUN kinase activity
GO:0004706	JUN kinase kinase kinase activity
GO:0004707	MAP kinase activity
GO:0004708	MAP kinase kinase activity
GO:0004709	MAP kinase kinase kinase activity
GO:0004711	ribosomal protein S6 kinase activity
GO:0004712	protein serine/threonine/tyrosine kinase activity
GO:0004713	protein tyrosine kinase activity
GO:0004714	transmembrane receptor protein tyrosine kinase activity
GO:0004715	non-membrane spanning protein tyrosine kinase activity
GO:0004719	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity
GO:0004720	protein-lysine 6-oxidase activity
GO:0004721	phosphoprotein phosphatase activity
GO:0004722	protein serine/threonine phosphatase activity
GO:0004725	protein tyrosine phosphatase activity
GO:0004726	non-membrane spanning protein tyrosine phosphatase activity
GO:0004729	oxygen-dependent protoporphyrinogen oxidase activity
GO:0004731	purine-nucleoside phosphorylase activity
GO:0004733	pyridoxamine-phosphate oxidase activity
GO:0004735	pyrroline-5-carboxylate reductase activity
GO:0004736	pyruvate carboxylase activity
GO:0004738	pyruvate dehydrogenase activity
GO:0004739	pyruvate dehydrogenase (acetyl-transferring) activity
GO:0004742	dihydrolipoyllysine-residue acetyltransferase activity
GO:0004743	pyruvate kinase activity
GO:0004744	retinal isomerase activity
GO:0004745	retinol dehydrogenase activity
GO:0004747	ribokinase activity
GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
GO:0004749	ribose phosphate diphosphokinase activity
GO:0004750	ribulose-phosphate 3-epimerase activity
GO:0004751	ribose-5-phosphate isomerase activity
GO:0004753	saccharopine dehydrogenase activity
GO:0004756	selenide, water dikinase activity
GO:0004757	sepiapterin reductase activity
GO:0004758	serine C-palmitoyltransferase activity
GO:0004760	serine-pyruvate transaminase activity
GO:0004766	spermidine synthase activity
GO:0004767	sphingomyelin phosphodiesterase activity
GO:0004768	stearoyl-CoA 9-desaturase activity
GO:0004769	steroid delta-isomerase activity
GO:0004775	succinate-CoA ligase (ADP-forming) activity
GO:0004776	succinate-CoA ligase (GDP-forming) activity
GO:0004777	succinate-semialdehyde dehydrogenase (NAD+) activity
GO:0004781	sulfate adenylyltransferase (ATP) activity
GO:0004784	superoxide dismutase activity
GO:0004788	thiamine diphosphokinase activity
GO:0004791	thioredoxin-disulfide reductase activity
GO:0004792	thiosulfate sulfurtransferase activity
GO:0004794	L-threonine ammonia-lyase activity
GO:0004795	threonine synthase activity
GO:0004797	thymidine kinase activity
GO:0004798	thymidylate kinase activity
GO:0004799	thymidylate synthase activity
GO:0004800	thyroxine 5'-deiodinase activity
GO:0004801	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity
GO:0004802	transketolase activity
GO:0004803	transposase activity
GO:0004806	triglyceride lipase activity
GO:0004807	triose-phosphate isomerase activity
GO:0004809	tRNA (guanine-N2-)-methyltransferase activity
GO:0004812	aminoacyl-tRNA ligase activity
GO:0004813	alanine-tRNA ligase activity
GO:0004814	arginine-tRNA ligase activity
GO:0004815	aspartate-tRNA ligase activity
GO:0004816	asparagine-tRNA ligase activity
GO:0004817	cysteine-tRNA ligase activity
GO:0004818	glutamate-tRNA ligase activity
GO:0004819	glutamine-tRNA ligase activity
GO:0004820	glycine-tRNA ligase activity
GO:0004821	histidine-tRNA ligase activity
GO:0004822	isoleucine-tRNA ligase activity
GO:0004823	leucine-tRNA ligase activity
GO:0004824	lysine-tRNA ligase activity
GO:0004825	methionine-tRNA ligase activity
GO:0004826	phenylalanine-tRNA ligase activity
GO:0004827	proline-tRNA ligase activity
GO:0004828	serine-tRNA ligase activity
GO:0004829	threonine-tRNA ligase activity
GO:0004830	tryptophan-tRNA ligase activity
GO:0004831	tyrosine-tRNA ligase activity
GO:0004832	valine-tRNA ligase activity
GO:0004833	tryptophan 2,3-dioxygenase activity
GO:0004838	L-tyrosine:2-oxoglutarate aminotransferase activity
GO:0004839	ubiquitin activating enzyme activity
GO:0004842	ubiquitin-protein transferase activity
GO:0004843	thiol-dependent ubiquitin-specific protease activity
GO:0004844	uracil DNA N-glycosylase activity
GO:0004846	urate oxidase activity
GO:0004849	uridine kinase activity
GO:0004850	uridine phosphorylase activity
GO:0004852	uroporphyrinogen-III synthase activity
GO:0004853	uroporphyrinogen decarboxylase activity
GO:0004854	xanthine dehydrogenase activity
GO:0004855	xanthine oxidase activity
GO:0004856	xylulokinase activity
GO:0004857	enzyme inhibitor activity
GO:0004859	phospholipase inhibitor activity
GO:0004860	protein kinase inhibitor activity
GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity
GO:0004862	cAMP-dependent protein kinase inhibitor activity
GO:0004864	protein phosphatase inhibitor activity
GO:0004865	protein serine/threonine phosphatase inhibitor activity
GO:0004866	endopeptidase inhibitor activity
GO:0004867	serine-type endopeptidase inhibitor activity
GO:0004869	cysteine-type endopeptidase inhibitor activity
GO:0004874	aryl hydrocarbon receptor activity
GO:0004878	complement component C5a receptor activity
GO:0004879	nuclear receptor activity
GO:0004882	androgen receptor activity
GO:0004883	glucocorticoid receptor activity
GO:0004887	thyroid hormone receptor activity
GO:0004888	transmembrane signaling receptor activity
GO:0004890	GABA-A receptor activity
GO:0004896	cytokine receptor activity
GO:0004903	growth hormone receptor activity
GO:0004904	interferon receptor activity
GO:0004908	interleukin-1 receptor activity
GO:0004915	interleukin-6 receptor activity
GO:0004921	interleukin-11 receptor activity
GO:0004923	leukemia inhibitory factor receptor activity
GO:0004924	oncostatin-M receptor activity
GO:0004925	prolactin receptor activity
GO:0004930	G-protein coupled receptor activity
GO:0004931	extracellularly ATP-gated cation channel activity
GO:0004935	adrenergic receptor activity
GO:0004936	alpha-adrenergic receptor activity
GO:0004937	alpha1-adrenergic receptor activity
GO:0004938	alpha2-adrenergic receptor activity
GO:0004941	beta2-adrenergic receptor activity
GO:0004945	angiotensin type II receptor activity
GO:0004947	bradykinin receptor activity
GO:0004948	calcitonin receptor activity
GO:0004949	cannabinoid receptor activity
GO:0004950	chemokine receptor activity
GO:0004952	dopamine neurotransmitter receptor activity
GO:0004955	prostaglandin receptor activity
GO:0004957	prostaglandin E receptor activity
GO:0004958	prostaglandin F receptor activity
GO:0004960	thromboxane receptor activity
GO:0004961	thromboxane A2 receptor activity
GO:0004962	endothelin receptor activity
GO:0004963	follicle-stimulating hormone receptor activity
GO:0004964	luteinizing hormone receptor activity
GO:0004965	G-protein coupled GABA receptor activity
GO:0004966	galanin receptor activity
GO:0004967	glucagon receptor activity
GO:0004968	gonadotropin-releasing hormone receptor activity
GO:0004969	histamine receptor activity
GO:0004970	ionotropic glutamate receptor activity
GO:0004971	AMPA glutamate receptor activity
GO:0004972	NMDA glutamate receptor activity
GO:0004974	leukotriene receptor activity
GO:0004977	melanocortin receptor activity
GO:0004978	corticotropin receptor activity
GO:0004979	beta-endorphin receptor activity
GO:0004980	melanocyte-stimulating hormone receptor activity
GO:0004983	neuropeptide Y receptor activity
GO:0004984	olfactory receptor activity
GO:0004985	opioid receptor activity
GO:0004990	oxytocin receptor activity
GO:0004991	parathyroid hormone receptor activity
GO:0004992	platelet activating factor receptor activity
GO:0004993	G-protein coupled serotonin receptor activity
GO:0004994	somatostatin receptor activity
GO:0004995	tachykinin receptor activity
GO:0004996	thyroid-stimulating hormone receptor activity
GO:0004997	thyrotropin-releasing hormone receptor activity
GO:0004998	transferrin receptor activity
GO:0004999	vasoactive intestinal polypeptide receptor activity
GO:0005000	vasopressin receptor activity
GO:0005001	transmembrane receptor protein tyrosine phosphatase activity
GO:0005003	ephrin receptor activity
GO:0005004	GPI-linked ephrin receptor activity
GO:0005005	transmembrane-ephrin receptor activity
GO:0005006	epidermal growth factor-activated receptor activity
GO:0005007	fibroblast growth factor-activated receptor activity
GO:0005009	insulin-activated receptor activity
GO:0005018	platelet-derived growth factor alpha-receptor activity
GO:0005021	vascular endothelial growth factor-activated receptor activity
GO:0005024	transforming growth factor beta-activated receptor activity
GO:0005025	transforming growth factor beta receptor activity, type I
GO:0005026	transforming growth factor beta receptor activity, type II
GO:0005030	neurotrophin receptor activity
GO:0005031	tumor necrosis factor-activated receptor activity
GO:0005041	low-density lipoprotein particle receptor activity
GO:0005042	netrin receptor activity
GO:0005044	scavenger receptor activity
GO:0005047	signal recognition particle binding
GO:0005048	signal sequence binding
GO:0005049	nuclear export signal receptor activity
GO:0005052	peroxisome matrix targeting signal-1 binding
GO:0005055	laminin receptor activity
GO:0005068	transmembrane receptor protein tyrosine kinase adaptor activity
GO:0005070	SH3/SH2 adaptor activity
GO:0005078	MAP-kinase scaffold activity
GO:0005080	protein kinase C binding
GO:0005085	guanyl-nucleotide exchange factor activity
GO:0005086	ARF guanyl-nucleotide exchange factor activity
GO:0005088	Ras guanyl-nucleotide exchange factor activity
GO:0005089	Rho guanyl-nucleotide exchange factor activity
GO:0005090	Sar guanyl-nucleotide exchange factor activity
GO:0005092	GDP-dissociation inhibitor activity
GO:0005093	Rab GDP-dissociation inhibitor activity
GO:0005094	Rho GDP-dissociation inhibitor activity
GO:0005096	GTPase activator activity
GO:0005102	signaling receptor binding
GO:0005104	fibroblast growth factor receptor binding
GO:0005109	frizzled binding
GO:0005112	Notch binding
GO:0005113	patched binding
GO:0005114	type II transforming growth factor beta receptor binding
GO:0005118	sevenless binding
GO:0005119	smoothened binding
GO:0005125	cytokine activity
GO:0005126	cytokine receptor binding
GO:0005127	ciliary neurotrophic factor receptor binding
GO:0005128	erythropoietin receptor binding
GO:0005131	growth hormone receptor binding
GO:0005138	interleukin-6 receptor binding
GO:0005143	interleukin-12 receptor binding
GO:0005149	interleukin-1 receptor binding
GO:0005154	epidermal growth factor receptor binding
GO:0005157	macrophage colony-stimulating factor receptor binding
GO:0005158	insulin receptor binding
GO:0005159	insulin-like growth factor receptor binding
GO:0005160	transforming growth factor beta receptor binding
GO:0005161	platelet-derived growth factor receptor binding
GO:0005164	tumor necrosis factor receptor binding
GO:0005165	neurotrophin receptor binding
GO:0005172	vascular endothelial growth factor receptor binding
GO:0005173	stem cell factor receptor binding
GO:0005174	CD40 receptor binding
GO:0005176	ErbB-2 class receptor binding
GO:0005178	integrin binding
GO:0005179	hormone activity
GO:0005183	gonadotropin hormone-releasing hormone activity
GO:0005184	neuropeptide hormone activity
GO:0005185	neurohypophyseal hormone activity
GO:0005198	structural molecule activity
GO:0005199	structural constituent of cell wall
GO:0005200	structural constituent of cytoskeleton
GO:0005201	extracellular matrix structural constituent
GO:0005212	structural constituent of eye lens
GO:0005215	transporter activity
GO:0005216	ion channel activity
GO:0005219	ryanodine-sensitive calcium-release channel activity
GO:0005220	inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity
GO:0005221	intracellular cyclic nucleotide activated cation channel activity
GO:0005222	intracellular cAMP-activated cation channel activity
GO:0005223	intracellular cGMP-activated cation channel activity
GO:0005225	volume-sensitive anion channel activity
GO:0005227	calcium activated cation channel activity
GO:0005228	intracellular sodium activated potassium channel activity
GO:0005229	intracellular calcium activated chloride channel activity
GO:0005230	extracellular ligand-gated ion channel activity
GO:0005237	inhibitory extracellular ligand-gated ion channel activity
GO:0005242	inward rectifier potassium channel activity
GO:0005243	gap junction channel activity
GO:0005244	voltage-gated ion channel activity
GO:0005245	voltage-gated calcium channel activity
GO:0005246	calcium channel regulator activity
GO:0005247	voltage-gated chloride channel activity
GO:0005248	voltage-gated sodium channel activity
GO:0005249	voltage-gated potassium channel activity
GO:0005250	A-type (transient outward) potassium channel activity
GO:0005251	delayed rectifier potassium channel activity
GO:0005252	open rectifier potassium channel activity
GO:0005254	chloride channel activity
GO:0005260	intracellularly ATP-gated chloride channel activity
GO:0005261	cation channel activity
GO:0005262	calcium channel activity
GO:0005267	potassium channel activity
GO:0005272	sodium channel activity
GO:0005277	acetylcholine transmembrane transporter activity
GO:0005283	amino acid:sodium symporter activity
GO:0005298	proline:sodium symporter activity
GO:0005307	choline:sodium symporter activity
GO:0005308	creatine transmembrane transporter activity
GO:0005309	creatine:sodium symporter activity
GO:0005313	L-glutamate transmembrane transporter activity
GO:0005315	inorganic phosphate transmembrane transporter activity
GO:0005316	high-affinity inorganic phosphate:sodium symporter activity
GO:0005319	lipid transporter activity
GO:0005324	long-chain fatty acid transporter activity
GO:0005326	neurotransmitter transporter activity
GO:0005328	neurotransmitter:sodium symporter activity
GO:0005330	dopamine:sodium symporter activity
GO:0005332	gamma-aminobutyric acid:sodium symporter activity
GO:0005337	nucleoside transmembrane transporter activity
GO:0005344	oxygen carrier activity
GO:0005347	ATP transmembrane transporter activity
GO:0005351	carbohydrate:proton symporter activity
GO:0005355	glucose transmembrane transporter activity
GO:0005369	taurine:sodium symporter activity
GO:0005372	water transmembrane transporter activity
GO:0005375	copper ion transmembrane transporter activity
GO:0005381	iron ion transmembrane transporter activity
GO:0005384	manganese ion transmembrane transporter activity
GO:0005385	zinc ion transmembrane transporter activity
GO:0005388	calcium-transporting ATPase activity
GO:0005391	sodium:potassium-exchanging ATPase activity
GO:0005412	glucose:sodium symporter activity
GO:0005415	nucleoside:sodium symporter activity
GO:0005432	calcium:sodium antiporter activity
GO:0005436	sodium:phosphate symporter activity
GO:0005452	inorganic anion exchanger activity
GO:0005457	GDP-fucose transmembrane transporter activity
GO:0005459	UDP-galactose transmembrane transporter activity
GO:0005462	UDP-N-acetylglucosamine transmembrane transporter activity
GO:0005464	UDP-xylose transmembrane transporter activity
GO:0005471	ATP:ADP antiporter activity
GO:0005483	soluble NSF attachment protein activity
GO:0005484	SNAP receptor activity
GO:0005496	steroid binding
GO:0005497	androgen binding
GO:0005499	vitamin D binding
GO:0005501	retinoid binding
GO:0005502	11-cis retinal binding
GO:0005503	all-trans retinal binding
GO:0005504	fatty acid binding
GO:0005506	iron ion binding
GO:0005507	copper ion binding
GO:0005509	calcium ion binding
GO:0005515	protein binding
GO:0005516	calmodulin binding
GO:0005518	collagen binding
GO:0005520	insulin-like growth factor binding
GO:0005521	lamin binding
GO:0005523	tropomyosin binding
GO:0005524	ATP binding
GO:0005525	GTP binding
GO:0005528	FK506 binding
GO:0005534	galactose binding
GO:0005536	glucose binding
GO:0005537	mannose binding
GO:0005539	glycosaminoglycan binding
GO:0005540	hyaluronic acid binding
GO:0005542	folic acid binding
GO:0005543	phospholipid binding
GO:0005544	calcium-dependent phospholipid binding
GO:0005545	1-phosphatidylinositol binding
GO:0005546	phosphatidylinositol-4,5-bisphosphate binding
GO:0005547	phosphatidylinositol-3,4,5-trisphosphate binding
GO:0005548	phospholipid transporter activity
GO:0005550	pheromone binding
GO:0008009	chemokine activity
GO:0008013	beta-catenin binding
GO:0008017	microtubule binding
GO:0008020	G-protein coupled photoreceptor activity
GO:0008022	protein C-terminus binding
GO:0008026	ATP-dependent helicase activity
GO:0008028	monocarboxylic acid transmembrane transporter activity
GO:0008046	axon guidance receptor activity
GO:0008047	enzyme activator activity
GO:0008048	calcium sensitive guanylate cyclase activator activity
GO:0008061	chitin binding
GO:0008066	glutamate receptor activity
GO:0008073	ornithine decarboxylase inhibitor activity
GO:0008080	N-acetyltransferase activity
GO:0008081	phosphoric diester hydrolase activity
GO:0008083	growth factor activity
GO:0008092	cytoskeletal protein binding
GO:0008093	cytoskeletal adaptor activity
GO:0008094	DNA-dependent ATPase activity
GO:0008097	5S rRNA binding
GO:0008106	alcohol dehydrogenase (NADP+) activity
GO:0008108	UDP-glucose:hexose-1-phosphate uridylyltransferase activity
GO:0008113	peptide-methionine (S)-S-oxide reductase activity
GO:0008115	sarcosine oxidase activity
GO:0008116	prostaglandin-I synthase activity
GO:0008117	sphinganine-1-phosphate aldolase activity
GO:0008118	N-acetyllactosaminide alpha-2,3-sialyltransferase activity
GO:0008119	thiopurine S-methyltransferase activity
GO:0008120	ceramide glucosyltransferase activity
GO:0008121	ubiquinol-cytochrome-c reductase activity
GO:0008123	cholesterol 7-alpha-monooxygenase activity
GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity
GO:0008127	quercetin 2,3-dioxygenase activity
GO:0008131	primary amine oxidase activity
GO:0008134	transcription factor binding
GO:0008135	translation factor activity, RNA binding
GO:0008137	NADH dehydrogenase (ubiquinone) activity
GO:0008138	protein tyrosine/serine/threonine phosphatase activity
GO:0008139	nuclear localization sequence binding
GO:0008140	cAMP response element binding protein binding
GO:0008142	oxysterol binding
GO:0008143	poly(A) binding
GO:0008144	drug binding
GO:0008146	sulfotransferase activity
GO:0008147	structural constituent of bone
GO:0008157	protein phosphatase 1 binding
GO:0008158	hedgehog receptor activity
GO:0008160	protein tyrosine phosphatase activator activity
GO:0008168	methyltransferase activity
GO:0008170	N-methyltransferase activity
GO:0008171	O-methyltransferase activity
GO:0008173	RNA methyltransferase activity
GO:0008175	tRNA methyltransferase activity
GO:0008176	tRNA (guanine-N7-)-methyltransferase activity
GO:0008177	succinate dehydrogenase (ubiquinone) activity
GO:0008179	adenylate cyclase binding
GO:0008184	glycogen phosphorylase activity
GO:0008186	RNA-dependent ATPase activity
GO:0008187	poly-pyrimidine tract binding
GO:0008188	neuropeptide receptor activity
GO:0008190	eukaryotic initiation factor 4E binding
GO:0008191	metalloendopeptidase inhibitor activity
GO:0008193	tRNA guanylyltransferase activity
GO:0008194	UDP-glycosyltransferase activity
GO:0008195	phosphatidate phosphatase activity
GO:0008198	ferrous iron binding
GO:0008199	ferric iron binding
GO:0008201	heparin binding
GO:0008233	peptidase activity
GO:0008234	cysteine-type peptidase activity
GO:0008235	metalloexopeptidase activity
GO:0008236	serine-type peptidase activity
GO:0008237	metallopeptidase activity
GO:0008238	exopeptidase activity
GO:0008239	dipeptidyl-peptidase activity
GO:0008240	tripeptidyl-peptidase activity
GO:0008241	peptidyl-dipeptidase activity
GO:0008242	omega peptidase activity
GO:0008251	tRNA-specific adenosine deaminase activity
GO:0008253	5'-nucleotidase activity
GO:0008254	3'-nucleotidase activity
GO:0008260	3-oxoacid CoA-transferase activity
GO:0008263	pyrimidine-specific mismatch base pair DNA N-glycosylase activity
GO:0008265	Mo-molybdopterin cofactor sulfurase activity
GO:0008266	poly(U) RNA binding
GO:0008269	JAK pathway signal transduction adaptor activity
GO:0008270	zinc ion binding
GO:0008271	secondary active sulfate transmembrane transporter activity
GO:0008273	calcium, potassium:sodium antiporter activity
GO:0008276	protein methyltransferase activity
GO:0008281	sulfonylurea receptor activity
GO:0008289	lipid binding
GO:0008296	3'-5'-exodeoxyribonuclease activity
GO:0008297	single-stranded DNA exodeoxyribonuclease activity
GO:0008301	DNA binding, bending
GO:0008307	structural constituent of muscle
GO:0008308	voltage-gated anion channel activity
GO:0008310	single-stranded DNA 3'-5' exodeoxyribonuclease activity
GO:0008311	double-stranded DNA 3'-5' exodeoxyribonuclease activity
GO:0008312	7S RNA binding
GO:0008318	protein prenyltransferase activity
GO:0008320	protein transmembrane transporter activity
GO:0008321	Ral guanyl-nucleotide exchange factor activity
GO:0008324	cation transmembrane transporter activity
GO:0008327	methyl-CpG binding
GO:0008329	signaling pattern recognition receptor activity
GO:0008331	high voltage-gated calcium channel activity
GO:0008332	low voltage-gated calcium channel activity
GO:0008336	gamma-butyrobetaine dioxygenase activity
GO:0008349	MAP kinase kinase kinase kinase activity
GO:0008353	RNA polymerase II CTD heptapeptide repeat kinase activity
GO:0008373	sialyltransferase activity
GO:0008374	O-acyltransferase activity
GO:0008375	acetylglucosaminyltransferase activity
GO:0008376	acetylgalactosaminyltransferase activity
GO:0008378	galactosyltransferase activity
GO:0008379	thioredoxin peroxidase activity
GO:0008381	mechanosensitive ion channel activity
GO:0008384	IkappaB kinase activity
GO:0008386	cholesterol monooxygenase (side-chain-cleaving) activity
GO:0008387	steroid 7-alpha-hydroxylase activity
GO:0008391	arachidonic acid monooxygenase activity
GO:0008395	steroid hydroxylase activity
GO:0008396	oxysterol 7-alpha-hydroxylase activity
GO:0008398	sterol 14-demethylase activity
GO:0008401	retinoic acid 4-hydroxylase activity
GO:0008408	3'-5' exonuclease activity
GO:0008409	5'-3' exonuclease activity
GO:0008410	CoA-transferase activity
GO:0008413	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity
GO:0008417	fucosyltransferase activity
GO:0008418	protein-N-terminal asparagine amidohydrolase activity
GO:0008419	RNA lariat debranching enzyme activity
GO:0008420	RNA polymerase II CTD heptapeptide repeat phosphatase activity
GO:0008422	beta-glucosidase activity
GO:0008424	glycoprotein 6-alpha-L-fucosyltransferase activity
GO:0008425	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity
GO:0008429	phosphatidylethanolamine binding
GO:0008430	selenium binding
GO:0008431	vitamin E binding
GO:0008432	JUN kinase binding
GO:0008434	calcitriol receptor activity
GO:0008437	thyrotropin-releasing hormone activity
GO:0008441	3'(2'),5'-bisphosphate nucleotidase activity
GO:0008442	3-hydroxyisobutyrate dehydrogenase activity
GO:0008443	phosphofructokinase activity
GO:0008446	GDP-mannose 4,6-dehydratase activity
GO:0008448	N-acetylglucosamine-6-phosphate deacetylase activity
GO:0008449	N-acetylglucosamine-6-sulfatase activity
GO:0008452	RNA ligase activity
GO:0008453	alanine-glyoxylate transaminase activity
GO:0008454	alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity
GO:0008455	alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity
GO:0008458	carnitine O-octanoyltransferase activity
GO:0008459	chondroitin 6-sulfotransferase activity
GO:0008469	histone-arginine N-methyltransferase activity
GO:0008470	isovaleryl-CoA dehydrogenase activity
GO:0008474	palmitoyl-(protein) hydrolase activity
GO:0008475	procollagen-lysine 5-dioxygenase activity
GO:0008476	protein-tyrosine sulfotransferase activity
GO:0008478	pyridoxal kinase activity
GO:0008479	queuine tRNA-ribosyltransferase activity
GO:0008480	sarcosine dehydrogenase activity
GO:0008482	sulfite oxidase activity
GO:0008483	transaminase activity
GO:0008484	sulfuric ester hydrolase activity
GO:0008486	diphosphoinositol-polyphosphate diphosphatase activity
GO:0008488	gamma-glutamyl carboxylase activity
GO:0008489	UDP-galactose:glucosylceramide beta-1,4-galactosyltransferase activity
GO:0008494	translation activator activity
GO:0008495	protoheme IX farnesyltransferase activity
GO:0008499	UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity
GO:0008502	melatonin receptor activity
GO:0008503	benzodiazepine receptor activity
GO:0008504	monoamine transmembrane transporter activity
GO:0008507	sodium:iodide symporter activity
GO:0008508	bile acid:sodium symporter activity
GO:0008509	anion transmembrane transporter activity
GO:0008510	sodium:bicarbonate symporter activity
GO:0008511	sodium:potassium:chloride symporter activity
GO:0008514	organic anion transmembrane transporter activity
GO:0008517	folic acid transmembrane transporter activity
GO:0008518	folate:anion antiporter activity
GO:0008519	ammonium transmembrane transporter activity
GO:0008520	L-ascorbate:sodium symporter activity
GO:0008521	acetyl-CoA transmembrane transporter activity
GO:0008523	sodium-dependent multivitamin transmembrane transporter activity
GO:0008525	phosphatidylcholine transporter activity
GO:0008526	phosphatidylinositol transporter activity
GO:0008528	G-protein coupled peptide receptor activity
GO:0008531	riboflavin kinase activity
GO:0008532	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity
GO:0008534	oxidized purine nucleobase lesion DNA N-glycosylase activity
GO:0008536	Ran GTPase binding
GO:0008545	JUN kinase kinase activity
GO:0008553	proton-exporting ATPase activity, phosphorylative mechanism
GO:0008565	protein transporter activity
GO:0008568	microtubule-severing ATPase activity
GO:0008569	ATP-dependent microtubule motor activity, minus-end-directed
GO:0008574	ATP-dependent microtubule motor activity, plus-end-directed
GO:0008597	calcium-dependent protein serine/threonine phosphatase regulator activity
GO:0008603	cAMP-dependent protein kinase regulator activity
GO:0008607	phosphorylase kinase regulator activity
GO:0008609	alkylglycerone-phosphate synthase activity
GO:0008641	ubiquitin-like modifier activating enzyme activity
GO:0008649	rRNA methyltransferase activity
GO:0008650	rRNA (uridine-2'-O-)-methyltransferase activity
GO:0008656	cysteine-type endopeptidase activator activity involved in apoptotic process
GO:0008663	2',3'-cyclic-nucleotide 2'-phosphodiesterase activity
GO:0008670	2,4-dienoyl-CoA reductase (NADPH) activity
GO:0008700	4-hydroxy-2-oxoglutarate aldolase activity
GO:0008705	methionine synthase activity
GO:0008720	D-lactate dehydrogenase activity
GO:0008732	L-allo-threonine aldolase activity
GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
GO:0008746	NAD(P)+ transhydrogenase activity
GO:0008747	N-acetylneuraminate lyase activity
GO:0008750	NAD(P)+ transhydrogenase (AB-specific) activity
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
GO:0008761	UDP-N-acetylglucosamine 2-epimerase activity
GO:0008781	N-acylneuraminate cytidylyltransferase activity
GO:0008796	bis(5'-nucleosyl)-tetraphosphatase activity
GO:0008798	beta-aspartyl-peptidase activity
GO:0008808	cardiolipin synthase activity
GO:0008812	choline dehydrogenase activity
GO:0008821	crossover junction endodeoxyribonuclease activity
GO:0008823	cupric reductase activity
GO:0008832	dGTPase activity
GO:0008865	fructokinase activity
GO:0008887	glycerate kinase activity
GO:0008889	glycerophosphodiester phosphodiesterase activity
GO:0008890	glycine C-acetyltransferase activity
GO:0008891	glycolate oxidase activity
GO:0008892	guanine deaminase activity
GO:0008893	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity
GO:0008897	holo-[acyl-carrier-protein] synthase activity
GO:0008900	potassium:proton exchanging ATPase activity
GO:0008903	hydroxypyruvate isomerase activity
GO:0008934	inositol monophosphate 1-phosphatase activity
GO:0008942	nitrite reductase [NAD(P)H] activity
GO:0008962	phosphatidylglycerophosphatase activity
GO:0008963	phospho-N-acetylmuramoyl-pentapeptide-transferase activity
GO:0009008	DNA-methyltransferase activity
GO:0009013	succinate-semialdehyde dehydrogenase [NAD(P)+] activity
GO:0009019	tRNA (guanine-N1-)-methyltransferase activity
GO:0009041	uridylate kinase activity
GO:0009055	electron transfer activity
GO:0009374	biotin binding
GO:0009378	four-way junction helicase activity
